12:17:17.269 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400026484562 is already satisfied
13:22:15.858 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400026511980 is satisfied with the Transaction ID 200298825546
13:22:39.122 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400026348323 is satisfied with the Transaction ID 200298825647
13:23:02.821 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400027333999 is satisfied with the Transaction ID 200298825757
13:23:25.984 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400027439705 is satisfied with the Transaction ID 200298825877
13:23:49.804 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400032860190 is satisfied with the Transaction ID 200298825995
13:24:12.977 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400032827402 is satisfied with the Transaction ID 200298826109
13:24:37.890 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400032801132 is satisfied with the Transaction ID 200298826205
13:25:01.380 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400027510476 is satisfied with the Transaction ID 200298826311
13:25:25.112 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400028252751 is satisfied with the Transaction ID 200298826437
13:25:47.478 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400027485618 is satisfied with the Transaction ID 200298826516
13:26:12.442 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400026870117 is satisfied with the Transaction ID 200298826594
13:26:36.671 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400027241889 is satisfied with the Transaction ID 200298826669
13:26:59.868 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400027229317 is satisfied with the Transaction ID 200298826735
13:27:23.975 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400027794837 is satisfied with the Transaction ID 200298826814
15:39:09.401 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - https://www.cersai.org.in/CERSAI/home.prg URL Opened Successfully in chrome browser
15:40:14.097 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060882434 is satisfied with the Transaction ID 200299142462
15:40:38.228 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060904163 is satisfied with the Transaction ID 200299142593
15:42:38.605 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060883882 is already satisfied
15:43:01.022 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400062616786 is satisfied with the Transaction ID 200299143345
15:43:25.135 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061685678 is satisfied with the Transaction ID 200299143508
15:43:47.280 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060757009 is satisfied with the Transaction ID 200299143653
15:44:10.026 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400067054357 is satisfied with the Transaction ID 200299143752
15:44:32.999 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060758806 is satisfied with the Transaction ID 200299143844
15:44:55.997 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061685401 is satisfied with the Transaction ID 200299143943
15:45:27.035 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061685483 is satisfied with the Transaction ID 200299144060
15:46:05.360 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061688530 is satisfied with the Transaction ID 200299144200
15:46:28.091 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400062543387 is satisfied with the Transaction ID 200299144388
15:46:30.089 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061689366 is already satisfied
15:46:51.680 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061690216 is satisfied with the Transaction ID 200299144564
15:47:13.811 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060755001 is satisfied with the Transaction ID 200299144722
15:47:35.994 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060756493 is satisfied with the Transaction ID 200299144876
15:47:58.294 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060755022 is satisfied with the Transaction ID 200299144965
15:48:20.321 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060755741 is satisfied with the Transaction ID 200299145052
15:48:42.519 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060755230 is satisfied with the Transaction ID 200299145138
15:49:07.836 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060752326 is satisfied with the Transaction ID 200299145256
15:49:31.502 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060754895 is satisfied with the Transaction ID 200299145346
15:49:55.648 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060751979 is satisfied with the Transaction ID 200299145442
15:50:19.318 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400062556061 is satisfied with the Transaction ID 200299145513
15:50:45.689 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400072914386 is satisfied with the Transaction ID 200299145610
15:51:13.327 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060756588 is satisfied with the Transaction ID 200299145697
15:51:37.933 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060755729 is satisfied with the Transaction ID 200299145780
15:52:04.641 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400072741436 is satisfied with the Transaction ID 200299145879
15:52:27.846 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060907071 is satisfied with the Transaction ID 200299145952
15:52:56.089 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061001983 is satisfied with the Transaction ID 200299146041
15:53:23.802 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061001948 is satisfied with the Transaction ID 200299146136
15:53:46.319 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060904977 is satisfied with the Transaction ID 200299146197
15:54:08.560 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061008397 is satisfied with the Transaction ID 200299146266
15:54:30.559 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060985381 is satisfied with the Transaction ID 200299146346
15:54:52.689 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061709402 is satisfied with the Transaction ID 200299146437
15:55:17.500 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400072744322 is satisfied with the Transaction ID 200299146516
15:55:19.718 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060995186 is already satisfied
15:55:41.012 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060981345 is satisfied with the Transaction ID 200299146599
15:56:03.576 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061004717 is satisfied with the Transaction ID 200299146694
15:56:26.041 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060929728 is satisfied with the Transaction ID 200299146780
15:56:49.018 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060929159 is satisfied with the Transaction ID 200299146865
15:57:15.075 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061008773 is satisfied with the Transaction ID 200299146970
15:57:37.368 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400062627435 is satisfied with the Transaction ID 200299147052
15:57:59.575 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060929445 is satisfied with the Transaction ID 200299147139
15:58:21.841 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060977965 is satisfied with the Transaction ID 200299147230
15:58:44.144 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060978934 is satisfied with the Transaction ID 200299147298
15:59:06.537 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060979022 is satisfied with the Transaction ID 200299147372
15:59:28.824 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060930081 is satisfied with the Transaction ID 200299147465
15:59:51.492 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061047696 is satisfied with the Transaction ID 200299147549
16:00:15.506 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060930752 is satisfied with the Transaction ID 200299147633
16:00:17.775 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400062501290 is already satisfied
16:00:39.492 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061693372 is satisfied with the Transaction ID 200299147715
16:01:03.436 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060966078 is satisfied with the Transaction ID 200299147806
16:01:29.671 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060971545 is satisfied with the Transaction ID 200299147879
16:01:52.625 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061023924 is satisfied with the Transaction ID 200299147961
16:02:15.638 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400073085171 is satisfied with the Transaction ID 200299148052
16:02:39.734 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061048283 is satisfied with the Transaction ID 200299148172
16:03:03.131 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061002075 is satisfied with the Transaction ID 200299148319
16:03:26.816 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061009496 is satisfied with the Transaction ID 200299148465
16:03:49.726 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060993531 is satisfied with the Transaction ID 200299148641
16:04:12.888 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061054293 is satisfied with the Transaction ID 200299148772
16:04:35.843 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061094438 is satisfied with the Transaction ID 200299148934
16:05:07.843 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061096017 is satisfied with the Transaction ID 200299149059
16:05:37.791 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060995058 is satisfied with the Transaction ID 200299149273
16:06:00.975 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061001614 is satisfied with the Transaction ID 200299149435
16:06:25.093 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061020385 is satisfied with the Transaction ID 200299149600
16:06:54.158 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061023962 is satisfied with the Transaction ID 200299149792
16:07:17.518 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061082896 is satisfied with the Transaction ID 200299149944
16:07:19.920 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400062579696 is already satisfied
16:07:41.701 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061710393 is satisfied with the Transaction ID 200299150108
16:08:05.542 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061036948 is satisfied with the Transaction ID 200299150271
16:08:49.622 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060928549 is satisfied with the Transaction ID 200299150501
16:09:12.194 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061047421 is satisfied with the Transaction ID 200299150593
16:09:35.127 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060978672 is satisfied with the Transaction ID 200299150672
16:09:57.677 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060929201 is satisfied with the Transaction ID 200299150736
16:10:20.960 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060980056 is satisfied with the Transaction ID 200299150822
16:10:46.116 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060978630 is satisfied with the Transaction ID 200299150900
16:11:09.507 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061385290 is satisfied with the Transaction ID 200299150993
16:11:32.534 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061369872 is satisfied with the Transaction ID 200299151065
16:11:55.576 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400063667348 is satisfied with the Transaction ID 200299151179
16:12:18.232 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061346536 is satisfied with the Transaction ID 200299151289
16:12:20.099 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061313355 is already satisfied
16:12:41.539 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061339479 is satisfied with the Transaction ID 200299151391
16:13:04.265 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061314422 is satisfied with the Transaction ID 200299151533
16:13:26.945 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061340294 is satisfied with the Transaction ID 200299151646
16:13:49.999 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061340302 is satisfied with the Transaction ID 200299151751
16:14:12.840 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061340473 is satisfied with the Transaction ID 200299151898
16:14:35.396 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061340664 is satisfied with the Transaction ID 200299152026
16:14:58.443 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061361887 is satisfied with the Transaction ID 200299152165
16:15:39.628 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061305028 is satisfied with the Transaction ID 200299152282
16:16:02.280 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400062542423 is satisfied with the Transaction ID 200299152480
16:16:25.028 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061324710 is satisfied with the Transaction ID 200299152608
16:16:27.246 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061297037 is already satisfied
16:16:48.731 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061309118 is satisfied with the Transaction ID 200299152767
16:16:50.798 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061320707 is already satisfied
16:17:12.368 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061276711 is satisfied with the Transaction ID 200299152922
16:17:35.250 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400062564136 is satisfied with the Transaction ID 200299153081
16:17:58.167 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400072958608 is satisfied with the Transaction ID 200299153232
16:18:20.868 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400062565025 is satisfied with the Transaction ID 200299153359
16:18:44.684 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061295575 is satisfied with the Transaction ID 200299153502
16:19:07.712 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061627297 is satisfied with the Transaction ID 200299153634
16:19:30.382 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061650788 is satisfied with the Transaction ID 200299153780
16:19:53.432 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061231211 is satisfied with the Transaction ID 200299153918
16:20:16.150 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061256913 is satisfied with the Transaction ID 200299154033
16:20:38.889 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061264837 is satisfied with the Transaction ID 200299154108
16:20:41.029 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061277943 is already satisfied
16:21:02.584 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061239703 is satisfied with the Transaction ID 200299154209
16:21:25.281 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060685828 is satisfied with the Transaction ID 200299154296
16:21:27.331 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400061259475 is already satisfied
16:21:48.791 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060651597 is satisfied with the Transaction ID 200299154396
16:22:11.690 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060695805 is satisfied with the Transaction ID 200299154568
16:22:34.410 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060689451 is satisfied with the Transaction ID 200299154760
16:22:57.269 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400062403616 is satisfied with the Transaction ID 200299154972
16:23:20.123 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400062402090 is satisfied with the Transaction ID 200299155153
16:23:43.371 [AWT-EventQueue-0] INFO  com.satfnRegBot.automationScripts.SatisfactionRegisteration - 400060732472 is satisfied with the Transaction ID 200299155361
